,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,mileage_power_ratio
1047,1047,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,19.4,1422.0,70.0,5.0,4.78,2.75,1,0,0,0,1,0.27714285714285714
1048,1048,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,21.43,1364.0,87.2,5.0,4.78,7.35,1,0,0,0,1,0.24575688073394494
1049,1049,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,17.0,1198.0,73.75,5.0,4.78,4.7,0,0,1,0,1,0.2305084745762712
1050,1050,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,15.29,1591.0,121.3,5.0,4.78,8.77,0,0,1,0,1,0.12605111294311624
1051,1051,Hyundai i10 Magna 1.2,Kochi,2013,46821,First,20.36,1197.0,78.9,5.0,4.78,3.42,0,0,1,0,1,0.25804816223067173
1052,1052,Chevrolet Beat LS,Kolkata,2015,120000,First,18.6,1199.0,76.8,5.0,4.78,2.5,0,0,1,0,1,0.24218750000000003
1053,1053,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,14.74,2993.0,270.9,5.0,4.78,20.0,1,0,0,1,0,0.05441122185308232
1054,1054,Nissan Terrano XL,Mumbai,2014,40000,First,13.24,1598.0,102.5,5.0,4.78,5.25,0,0,1,0,1,0.12917073170731708
1055,1055,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,15.73,1968.0,174.33,5.0,4.78,14.5,1,0,0,1,0,0.09023117076808351
1056,1056,Hyundai i10 Asta AT,Mumbai,2011,64984,First,16.95,1197.0,78.9,5.0,4.78,3.45,0,0,1,1,0,0.21482889733840302
1057,1057,Maruti Alto K10 VXI AGS,Pune,2015,73204,First,24.07,998.0,67.1,5.0,4.78,3.3,0,0,1,1,0,0.3587183308494784
1058,1058,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,11.33,4134.0,335.2,7.0,4.78,51.0,1,0,0,1,0,0.033800715990453464
1059,1059,Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3,1248.0,88.5,5.0,9.46,6.5,1,0,0,0,1,0.2745762711864407
1060,1060,Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,21.1,814.0,55.2,5.0,4.78,3.65,0,0,1,0,1,0.38224637681159424
1061,1061,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0,1497.0,115.0,5.0,12.79,7.25,1,0,0,0,1,0.17391304347826086
1062,1062,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0,1582.0,126.2,5.0,15.57,6.01,1,0,0,0,1,0.17432646592709983
1063,1063,Maruti Wagon R VXI,Kolkata,2015,14000,First,18.9,998.0,67.1,5.0,4.78,2.8,0,0,1,0,1,0.28166915052160957
1064,1064,Hyundai i20 Sportz Option,Chennai,2012,50000,First,17.0,1197.0,80.0,5.0,4.78,4.0,0,0,1,0,1,0.2125
1065,1065,Honda City i VTEC V,Delhi,2014,62505,First,17.4,1497.0,117.3,5.0,4.78,5.95,0,0,1,0,1,0.1483375959079284
1066,1066,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,12.8,2494.0,102.0,7.0,4.78,9.2,1,0,0,0,1,0.12549019607843137
1067,1067,Hyundai Verna CRDi SX,Pune,2012,94900,First,16.8,1493.0,110.0,5.0,4.78,5.35,1,0,0,0,1,0.15272727272727274
1068,1068,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179.0,153.86,7.0,19.86,12.0,1,0,0,0,1,0.1143897049265566
1069,1069,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,12.07,2967.0,241.4,7.0,4.78,38.94,1,0,0,1,0,0.05
1070,1070,Maruti Wagon R VXI,Coimbatore,2008,53934,Second,18.9,998.0,67.1,5.0,4.78,2.69,0,0,1,0,1,0.28166915052160957
1071,1071,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,17.09,1995.0,218.0,5.0,4.78,27.5,1,0,0,1,0,0.07839449541284403
1072,1072,Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,18.0,1198.0,86.7,5.0,4.78,2.75,0,0,1,0,1,0.20761245674740483
1073,1073,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,24.7,796.0,47.3,5.0,4.78,2.8,0,0,1,0,1,0.5221987315010571
1074,1074,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,17.01,1591.0,121.3,5.0,4.78,6.45,0,0,1,0,1,0.14023083264633143
1075,1075,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84,1199.0,84.0,5.0,6.59,5.88,0,0,1,0,1,0.2838095238095238
1076,1076,Maruti Swift LXI,Pune,2013,32953,First,18.6,1197.0,85.8,5.0,4.78,4.65,0,0,1,0,1,0.2167832167832168
1077,1077,Hyundai EON Era,Jaipur,2014,18000,First,21.1,814.0,55.2,5.0,4.78,2.5,0,0,1,0,1,0.38224637681159424
1078,1078,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6,1950.0,191.34,5.0,86.97,51.35,0,0,1,1,0,0.0658513640639699
1079,1079,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,First,22.54,1396.0,88.73,5.0,4.78,6.85,1,0,0,0,1,0.25402907697509297
1080,1080,Toyota Etios VD,Chennai,2012,48000,First,23.59,1364.0,67.05,5.0,4.78,5.25,1,0,0,0,1,0.35182699478001495
1081,1081,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,First,21.43,1364.0,87.2,5.0,4.78,9.23,1,0,0,0,1,0.24575688073394494
1082,1082,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,20.7,1496.0,113.98,5.0,42.12,22.0,1,0,0,1,0,0.1816108089138445
1083,1083,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,First,20.14,1498.0,88.8,5.0,4.78,5.19,1,0,0,0,1,0.22680180180180182
1084,1084,Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,First,13.7,1798.0,157.75,5.0,4.78,4.35,0,0,1,1,0,0.08684627575277337
1085,1085,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,First,10.0,2148.0,170.0,5.0,4.78,24.5,1,0,0,1,0,0.058823529411764705
1086,1086,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,First,17.8,1248.0,75.0,5.0,4.78,5.75,1,0,0,0,1,0.23733333333333334
1087,1087,Honda City i VTEC CVT VX,Kochi,2016,58197,First,18.0,1497.0,117.3,5.0,4.78,9.19,0,0,1,1,0,0.1534526854219949
1088,1088,BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Second,8.45,2979.0,321.0,5.0,4.78,10.75,0,0,1,1,0,0.02632398753894081
1089,1089,Hyundai i10 Magna AT,Bangalore,2009,60000,First,19.2,1197.0,80.0,5.0,4.78,2.99,0,0,1,1,0,0.24
1090,1090,Maruti Swift Dzire VDI,Kolkata,2014,57000,First,26.59,1248.0,74.0,5.0,4.78,3.89,1,0,0,0,1,0.3593243243243243
1091,1091,Honda City i DTec VX,Coimbatore,2018,45555,First,26.0,1498.0,98.6,5.0,4.78,11.73,1,0,0,0,1,0.26369168356997974
1092,1092,Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,First,14.0,796.0,35.0,5.0,4.78,3.11,0,0,1,0,1,0.4
1093,1093,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Second,17.2,1968.0,138.1,5.0,4.78,14.45,1,0,0,0,1,0.12454742939898625
1094,1094,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,First,24.52,1248.0,88.5,7.0,4.78,8.7,1,0,0,0,1,0.27706214689265535
1095,1095,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,First,24.0,1120.0,70.0,5.0,4.78,5.04,1,0,0,0,1,0.34285714285714286
1096,1096,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,First,28.09,1248.0,88.5,5.0,4.78,8.5,1,0,0,0,1,0.31740112994350284
1097,1097,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,First,19.27,2143.0,170.0,5.0,4.78,15.65,1,0,0,1,0,0.11335294117647059
1098,1098,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,First,20.5,1248.0,91.72,5.0,4.78,5.65,1,0,0,0,1,0.22350632359354558
1099,1099,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,First,10.93,2497.0,204.0,5.0,4.78,16.5,0,0,1,1,0,0.053578431372549015
1100,1100,Volkswagen Vento Petrol Highline,Pune,2012,67200,First,15.04,1598.0,103.6,5.0,4.78,3.9,0,0,1,0,1,0.14517374517374518
1101,1101,BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,First,18.88,1995.0,184.0,5.0,4.78,14.5,1,0,0,1,0,0.10260869565217391
1102,1102,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,First,14.69,2993.0,258.0,5.0,4.78,44.0,1,0,0,1,0,0.05693798449612403
1103,1103,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,First,18.9,1197.0,81.86,5.0,6.54,5.0,0,0,1,0,1,0.23088199364769116
1104,1104,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,First,11.36,2755.0,171.5,7.0,26.56,19.75,1,0,0,1,0,0.06623906705539358
1105,1105,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,First,19.6,1461.0,108.45,5.0,15.05,11.44,1,0,0,1,0,0.18072844628861226
1106,1106,Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,First,18.0,1248.0,75.0,5.0,4.78,1.75,1,0,0,0,1,0.24
1107,1107,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,First,12.3,1796.0,185.0,5.0,4.78,30.42,0,0,1,0,1,0.06648648648648649
1108,1108,Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,First,15.1,2179.0,140.0,7.0,4.78,9.57,1,0,0,0,1,0.10785714285714286
1109,1109,Mahindra Bolero ZLX,Mumbai,2016,40448,First,15.96,2523.0,62.1,7.0,11.01,3.5,1,0,0,0,1,0.2570048309178744
1110,1110,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,First,24.3,1248.0,88.5,5.0,11.0,10.46,1,0,0,0,1,0.2745762711864407
1111,1111,Fiat Avventura MULTIJET Emotion,Pune,2014,52782,First,20.5,1248.0,91.72,5.0,4.78,4.85,1,0,0,0,1,0.22350632359354558
1112,1112,Honda Amaze S Petrol,Kochi,2016,51672,First,19.5,1199.0,88.76,5.0,7.55,5.68,0,0,1,0,1,0.21969355565570076
1113,1113,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,First,13.7,1798.0,157.75,5.0,4.78,13.25,0,0,1,1,0,0.08684627575277337
1114,1114,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,First,14.74,2993.0,270.9,5.0,4.78,16.0,1,0,0,1,0,0.05441122185308232
1115,1115,Maruti Wagon R VXI BSIII,Chennai,2013,79000,First,18.9,998.0,67.1,5.0,4.78,3.0,0,0,1,0,1,0.28166915052160957
1116,1116,Toyota Corolla Altis VL,Mumbai,2010,70200,First,14.53,1798.0,138.1,5.0,4.78,5.0,0,0,1,1,0,0.1052136133236785
1117,1117,Maruti Swift VXi BSIV,Delhi,2016,42000,First,16.1,1197.0,85.0,5.0,4.78,4.75,0,0,1,0,1,0.18941176470588236
1118,1118,Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,First,16.47,1198.0,74.0,5.0,4.78,5.35,0,0,1,0,1,0.22256756756756754
1119,1119,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,First,18.9,1197.0,81.86,5.0,7.82,5.98,0,0,1,0,1,0.23088199364769116
1120,1120,Maruti SX4 ZDI,Chennai,2011,80000,Third,21.5,1248.0,88.8,5.0,4.78,3.5,1,0,0,0,1,0.24211711711711711
1121,1121,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,First,18.9,1197.0,81.86,5.0,6.32,4.77,0,0,1,0,1,0.23088199364769116
1122,1122,Maruti Baleno Delta 1.2,Delhi,2016,50003,First,21.4,1197.0,83.1,5.0,4.78,5.45,0,0,1,0,1,0.2575210589651023
1123,1123,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,First,20.3,1199.0,84.0,5.0,4.78,6.85,0,0,1,1,0,0.24166666666666667
1124,1124,Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,First,26.59,1248.0,74.0,5.0,4.78,7.3,1,0,0,1,0,0.3593243243243243
1125,1125,Tata Indica GLS BS IV,Pune,2007,108995,First,15.3,1193.0,65.3,5.0,4.78,1.25,0,0,1,0,1,0.23430321592649314
1126,1126,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,First,22.7,1598.0,118.0,5.0,4.78,8.25,1,0,0,0,1,0.1923728813559322
1127,1127,Maruti Swift VXI BSIII,Ahmedabad,2008,65000,First,16.1,1298.0,88.2,5.0,4.78,2.71,0,0,1,0,1,0.18253968253968256
1128,1128,Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,First,19.1,1197.0,82.0,5.0,4.78,3.6,0,0,1,0,1,0.2329268292682927
1129,1129,Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,First,18.5,1197.0,80.0,5.0,4.78,3.0,0,0,1,0,1,0.23125
1130,1130,Maruti Celerio VXI AT,Hyderabad,2016,21600,First,23.1,998.0,67.04,5.0,4.78,4.65,0,0,1,1,0,0.34457040572792363
1131,1131,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,First,14.84,2143.0,170.0,5.0,4.78,9.5,1,0,0,1,0,0.08729411764705883
1132,1132,Maruti Swift Dzire VXi,Mumbai,2011,58075,First,17.5,1298.0,85.8,5.0,4.78,2.95,0,0,1,0,1,0.20396270396270397
1133,1133,Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,First,15.04,1598.0,103.6,5.0,4.78,3.0,0,0,1,0,1,0.14517374517374518
1134,1134,Maruti Swift ZDi,Hyderabad,2015,58000,First,25.2,1248.0,74.0,5.0,4.78,5.95,1,0,0,0,1,0.3405405405405405
1135,1135,Toyota Corolla Altis VL,Delhi,2008,89000,First,14.53,1798.0,138.1,5.0,4.78,4.0,0,0,1,1,0,0.1052136133236785
1136,1136,Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,First,13.5,1799.0,130.0,5.0,4.78,2.5,0,0,1,0,1,0.10384615384615385
1137,1137,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,First,16.05,1499.0,110.4,5.0,4.78,11.37,0,0,1,1,0,0.1453804347826087
1138,1138,Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Second,19.0,1248.0,93.0,5.0,4.78,2.25,1,0,0,0,1,0.20430107526881722
1139,1139,Hyundai i10 Era,Jaipur,2013,46230,First,19.81,1086.0,68.05,5.0,4.78,3.1,0,0,1,0,1,0.2911094783247612
1140,1140,Volvo XC60 D5 Inscription,Kochi,2014,86925,First,11.2,2400.0,215.0,5.0,4.78,17.18,1,0,0,1,0,0.05209302325581395
1141,1141,Hyundai i20 1.2 Asta,Jaipur,2018,5000,First,18.6,1197.0,81.83,5.0,4.78,6.5,0,0,1,0,1,0.22730050103873886
1142,1142,Honda City i DTEC S,Ahmedabad,2014,66000,First,26.0,1498.0,98.6,5.0,4.78,5.7,1,0,0,0,1,0.26369168356997974
1143,1143,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,First,12.99,2494.0,100.0,8.0,4.78,8.0,1,0,0,0,1,0.12990000000000002
1144,1144,Renault KWID RXT,Chennai,2016,45000,First,25.17,799.0,53.3,5.0,4.78,2.6,0,0,1,0,1,0.47223264540337717
1145,1145,Maruti A-Star Vxi,Hyderabad,2009,66149,First,19.0,998.0,66.1,5.0,4.78,2.45,0,0,1,0,1,0.28744326777609686
1146,1146,Mercedes-Benz B Class B180,Kochi,2014,42070,First,14.8,1595.0,120.7,5.0,4.78,11.57,0,0,1,1,0,0.12261806130903066
1147,1147,Maruti Wagon R LXI BS IV,Kolkata,2012,35503,First,18.9,998.0,67.1,5.0,4.78,2.3,0,0,1,0,1,0.28166915052160957
1148,1148,Maruti Swift VDI BSIV,Jaipur,2016,41460,First,25.2,1248.0,74.0,5.0,4.78,5.9,1,0,0,0,1,0.3405405405405405
1149,1149,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,First,17.0,1591.0,121.3,5.0,15.14,7.2,0,0,1,1,0,0.14014839241549876
1150,1150,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,First,22.0,1582.0,126.2,5.0,15.72,5.9,1,0,0,1,0,0.17432646592709983
1151,1151,Honda City V MT,Chennai,2014,30000,Second,16.8,1497.0,116.3,5.0,4.78,6.0,0,0,1,0,1,0.14445399828030955
1152,1152,Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,First,16.0,1086.0,66.7,5.0,4.78,1.95,0,0,1,0,1,0.239880059970015
1153,1153,Toyota Etios GD SP,Coimbatore,2016,53702,First,23.59,1364.0,67.04,5.0,4.78,6.55,1,0,0,0,1,0.3518794749403341
1154,1154,Volvo S60 D4 Momentum,Hyderabad,2015,51000,First,27.03,1969.0,190.0,5.0,45.67,25.0,1,0,0,1,0,0.14226315789473684
1155,1155,Ford Figo Diesel EXI,Kolkata,2012,36542,First,20.0,1399.0,68.05,5.0,4.78,2.65,1,0,0,0,1,0.29390154298310067
1156,1156,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,First,13.0,2987.0,265.0,5.0,4.78,69.5,1,0,0,1,0,0.04905660377358491
1157,1157,BMW 3 Series 320d Luxury Line,Chennai,2012,65000,First,22.69,1995.0,190.0,5.0,54.7,14.0,1,0,0,1,0,0.11942105263157896
1158,1158,Maruti Alto 800 VXI,Pune,2014,32000,Second,22.74,796.0,47.3,5.0,4.78,2.1,0,0,1,0,1,0.4807610993657505
1159,1159,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,First,13.68,2393.0,147.8,7.0,22.87,20.4,1,0,0,0,1,0.09255751014884979
1160,1160,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,First,18.78,999.0,75.0,5.0,6.74,5.68,0,0,1,0,1,0.2504
1161,1161,Nissan Terrano XL,Mumbai,2014,28238,First,13.24,1598.0,102.5,5.0,4.78,5.55,0,0,1,0,1,0.12917073170731708
1162,1162,Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,First,13.5,2477.0,175.56,7.0,33.09,12.75,1,0,0,0,1,0.07689678742310321
1163,1163,Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Second,14.8,1799.0,130.2,5.0,4.78,3.35,0,0,1,0,1,0.11367127496159755
1164,1164,Maruti Alto 800 LXI,Kolkata,2013,56840,First,22.74,796.0,47.3,5.0,4.78,1.55,0,0,1,0,1,0.4807610993657505
1165,1165,Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Second,20.54,1598.0,103.6,5.0,4.78,5.9,1,0,0,0,1,0.19826254826254827
1166,1166,Land Rover Freelander 2 HSE,Hyderabad,2012,96000,First,12.35,2179.0,187.74,5.0,4.78,18.98,1,0,0,1,0,0.06578246511132417
1167,1167,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,First,13.7,1997.0,153.86,5.0,4.78,11.51,0,0,1,0,1,0.08904198622124007
1168,1168,Maruti Ertiga VDI,Mumbai,2016,54000,First,20.77,1248.0,88.76,7.0,4.78,7.75,1,0,0,0,1,0.23400180261378997
1169,1169,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,First,12.99,2494.0,100.6,7.0,4.78,13.9,1,0,0,0,1,0.12912524850894633
1170,1170,Tata Manza Aura Safire,Kolkata,2010,40000,First,15.0,1368.0,90.0,5.0,4.78,1.35,0,0,1,0,1,0.16666666666666666
1171,1171,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Second,12.07,2967.0,241.4,7.0,4.78,38.0,1,0,0,1,0,0.05
1172,1172,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,First,17.1,1591.0,121.4,5.0,4.78,11.6,0,0,1,1,0,0.14085667215815487
1173,1173,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,First,21.5,1498.0,108.5,5.0,4.78,12.25,1,0,0,1,0,0.19815668202764977
1174,1174,Honda City 1.5 S MT,Jaipur,2011,52000,First,17.0,1497.0,118.0,5.0,4.78,3.8,0,0,1,0,1,0.1440677966101695
1175,1175,Ford Figo Diesel Titanium,Mumbai,2014,54000,First,20.0,1399.0,68.05,5.0,4.78,3.25,1,0,0,0,1,0.29390154298310067
1176,1176,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,First,18.7,1199.0,88.7,5.0,4.78,6.4,0,0,1,0,1,0.21082299887260428
1177,1177,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Second,16.47,1198.0,73.9,5.0,4.78,3.95,0,0,1,0,1,0.22286874154262515
1178,1178,Honda City i-VTEC S,Delhi,2010,76752,First,17.4,1497.0,117.3,5.0,4.78,3.57,0,0,1,0,1,0.1483375959079284
1179,1179,Honda City ZX GXi,Mumbai,2005,56000,Second,17.7,1497.0,78.0,5.0,4.78,1.25,0,0,1,0,1,0.22692307692307692
1180,1180,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Second,12.0,2354.0,187.4,5.0,4.78,12.5,0,0,1,1,0,0.064034151547492
1181,1181,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Second,18.12,1995.0,190.0,5.0,4.78,23.0,1,0,0,1,0,0.09536842105263159
1182,1182,Ambassador Classic Nova Diesel,Chennai,2003,80000,Third,12.8,1489.0,35.5,5.0,4.78,1.35,1,0,0,0,1,0.36056338028169016
1183,1183,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,First,12.05,2179.0,120.0,8.0,4.78,6.32,1,0,0,0,1,0.10041666666666667
1184,1184,Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,First,20.54,1598.0,103.6,5.0,4.78,3.4,1,0,0,0,1,0.19826254826254827
1185,1185,Maruti Zen VX,Jaipur,1999,70000,Second,17.3,993.0,60.0,5.0,4.78,0.77,0,0,1,0,1,0.28833333333333333
1186,1186,Maruti 800 DX BSII,Jaipur,2009,32000,First,16.1,796.0,37.0,4.0,4.78,0.9,0,0,1,0,1,0.4351351351351352
1187,1187,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,First,14.28,1798.0,138.03,5.0,23.25,18.0,0,0,1,1,0,0.10345577048467725
1188,1188,BMW 3 Series 328i Sport Line,Pune,2013,49000,First,14.59,1997.0,245.0,5.0,4.78,19.0,0,0,1,1,0,0.05955102040816326
1189,1189,Ford Ikon 1.3 Flair,Chennai,2007,40000,Third,13.8,1299.0,70.0,5.0,4.78,1.1,0,0,1,0,1,0.19714285714285715
1190,1190,Chevrolet Beat LT,Pune,2012,78000,Second,18.6,1199.0,79.4,5.0,4.78,2.0,0,0,1,0,1,0.23425692695214106
1191,1191,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,First,21.43,1364.0,86.79,5.0,19.27,6.5,1,0,0,0,1,0.24691784767830394
1192,1192,Mahindra XUV500 W4,Bangalore,2014,65213,First,16.0,2179.0,140.0,7.0,4.78,9.45,1,0,0,0,1,0.11428571428571428
1193,1193,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,First,24.4,1120.0,71.0,5.0,4.78,4.0,1,0,0,0,1,0.3436619718309859
1194,1194,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,First,13.0,2143.0,204.0,5.0,4.78,32.25,1,0,0,1,0,0.06372549019607843
1195,1195,Hyundai i10 Sportz,Pune,2009,62500,First,20.36,1197.0,78.9,5.0,4.78,2.1,0,0,1,0,1,0.25804816223067173
1196,1196,Toyota Corolla Altis VL AT,Mumbai,2015,68000,Second,14.28,1798.0,138.03,5.0,4.78,9.75,0,0,1,1,0,0.10345577048467725
1197,1197,Toyota Corolla 1.8 J,Kolkata,2014,40748,First,14.53,1798.0,138.0,5.0,4.78,6.3,0,0,1,0,1,0.10528985507246376
1198,1198,Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,First,17.32,1968.0,184.0,5.0,4.78,21.0,1,0,0,1,0,0.0941304347826087
1199,1199,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,First,21.9,1396.0,88.8,5.0,4.78,4.65,1,0,0,0,1,0.2466216216216216
1200,1200,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,Second,19.27,2143.0,167.62,5.0,4.78,17.0,1,0,0,1,0,0.11496241498627849
1201,1201,Maruti Ritz VDi,Pune,2013,20248,First,21.1,1248.0,73.9,5.0,4.78,4.35,1,0,0,0,1,0.2855209742895805
1202,1202,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,First,19.67,1582.0,126.2,5.0,4.78,14.82,1,0,0,0,1,0.15586370839936609
1203,1203,Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,First,13.6,1999.0,177.0,5.0,52.77,40.0,1,0,0,1,0,0.07683615819209039
1204,1204,Mahindra Xylo D4,Chennai,2016,85000,First,14.95,2489.0,93.7,7.0,11.67,6.15,1,0,0,0,1,0.15955176093916754
1205,1205,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,First,12.99,2494.0,100.6,7.0,4.78,11.25,1,0,0,0,1,0.12912524850894633
1206,1206,Toyota Camry 2.5 Hybrid,Pune,2018,17585,First,19.16,2494.0,157.7,5.0,4.78,32.0,0,0,1,1,0,0.12149651236525048
1207,1207,Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,First,13.22,2967.0,241.4,5.0,4.78,45.62,1,0,0,1,0,0.05476387738193869
1208,1208,Maruti Swift VDI,Kochi,2017,34613,First,28.4,1248.0,74.0,5.0,7.92,6.24,1,0,0,0,1,0.38378378378378375
1209,1209,Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,First,20.77,1248.0,88.76,7.0,4.78,4.8,1,0,0,0,1,0.23400180261378997
1210,1210,Maruti Swift VXi BSIV,Chennai,2014,54000,Second,16.1,1197.0,85.0,5.0,4.78,4.5,0,0,1,0,1,0.18941176470588236
1211,1211,Hyundai i10 Sportz,Kochi,2015,16900,First,20.36,1197.0,78.9,5.0,4.78,3.87,0,0,1,0,1,0.25804816223067173
1212,1212,Hyundai i10 Sportz,Delhi,2013,62334,First,20.36,1197.0,78.9,5.0,4.78,2.75,0,0,1,0,1,0.25804816223067173
1213,1213,Maruti Baleno Sigma 1.2,Kochi,2018,23714,First,21.4,1197.0,83.1,5.0,4.78,6.57,0,0,1,0,1,0.2575210589651023
1214,1214,Hyundai Accent Executive,Jaipur,2010,52325,First,16.36,1495.0,93.7,5.0,4.78,2.0,0,0,1,0,1,0.17459978655282815
1215,1215,Honda Brio S MT,Ahmedabad,2012,50000,First,19.4,1198.0,86.8,5.0,4.78,3.65,0,0,1,0,1,0.22350230414746544
